com_code;code postal;Nom;com pos;lat;lon;population;forêt;K2;densité popopulation;densité de foret;temperature;humidity;weather_description;market;nb_hop;log moy;log min;log max
53130;53000;Laval;53000-Laval;48,06085655;-0,766005687;52179;0;38,37463969;1360;0;12;88;light rain;16;0;194346;1;5446046,5
54395;54000;Nancy;54000-Nancy;48,69019955;6,175882544;105753;178486;17,1472501;6167;10409;17;45;clear sky;1;0;373803;1;22346400
54547;54500;Vandœuvre-lès-Nancy;54500-Vandœuvre-lès-Nancy;48,65799994;6,165312293;29829;0;10,70728354;2786;0;17;45;clear sky;0;0;268820;1;2980000
56098;56600;Lanester;56600-Lanester;47,76919243;-3,32648318;23530;0;18,00173123;1307;0;16;74;clear sky;7;0;271483;7000;1360000
56121;56100;Lorient;56100-Lorient;47,75004869;-3,378232009;59317;0;16,40416254;3616;0;16;75;clear sky;17;0;230933;1000;1300000
56260;56000;Vannes;56000-Vannes;47,65974938;-2,757143295;56366;0;36,21763508;1556;0;17;73;broken clouds;42;1;327249;1;5273858
57227;57600;Forbach;57600-Forbach;49,19126504;6,892757985;21411;0;19,22845633;1114;0;17;39;clear sky;2;1;0;0;0
57463;57000;Metz;57000-Metz;49,10811333;6,195524542;122714;34006;48,66023648;2522;699;18;45;clear sky;6;0;0;0;0
57480;57950;Montigny-lès-Metz;57950-Montigny-lès-Metz;49,09531991;6,154525995;22173;0;7,759086282;2858;0;19;45;clear sky;0;0;0;0;0
57631;57200;Sarreguemines;57200-Sarreguemines;49,10881441;7,069431007;21080;692517;34,93371936;603;19824;16;66;overcast clouds;6;1;0;0;0
57672;57100;Thionville;57100-Thionville;49,37597162;6,129283142;42914;0;58,64895758;732;0;17;70;overcast clouds;5;4;0;0;0
58194;58000;Nevers;58000-Nevers;46,98811949;3,15689131;33825;0;18,61551031;1817;0;15;75;overcast clouds;33;2;217883;200;3380700
59009;59491;Villeneuve-d'Ascq;59491-Villeneuve-d'Ascq;50,63243724;3,153525722;62700;0;34,12858568;1837;0;15;71;overcast clouds;62;0;255804;2000;1130400
59017;59280;Armentières;59280-Armentières;50,69137975;2,879715533;25950;0;7,700020802;3370;0;15;71;overcast clouds;4;0;254514;50;3921585,8
59122;59400;Cambrai;59400-Cambrai;50,1702776;3,242210211;31972;0;22,05195634;1450;0;15;95;overcast clouds;18;0;181603;1290;1600000
59155;59210;Coudekerque-Branche;59210-Coudekerque-Branche;51,01795413;2,395808326;21012;0;11,54852869;1819;0;15;51;overcast clouds;2;0;156266;2000;350000
59163;59170;Croix;59170-Croix;50,674069;3,154640417;21016;32450;5,592322141;3758;5803;15;72;overcast clouds;6;0;300119;1;2257000
59172;59220;Denain;59220-Denain;50,32996607;3,389862336;20758;0;14,16390611;1466;0;15;90;overcast clouds;3;1;178796;1,2;2090000
59178;59500;Douai;59500-Douai;50,38231953;3,091456831;40474;0;20,77659127;1948;0;15;88;overcast clouds;33;0;542415;1;18865306
59183;59140;Dunkerque;59140-Dunkerque;51,03072291;2,337524141;88024;0;54,03646243;1629;0;15;85;overcast clouds;12;1;444211;2300;4315001
59271;59760;Grande-Synthe;59760-Grande-Synthe;51,01678746;2,290711434;20528;3961;26,46233266;776;150;15;41;overcast clouds;5;0;284497;6000;3399286
59279;59250;Halluin;59250-Halluin;50,77474803;3,126924744;20964;0;15,66944165;1338;0;15;81;overcast clouds;1;0;664359;1000;1757500
59295;59190;Hazebrouck;59190-Hazebrouck;50,72629671;2,538643015;21899;0;34,13903235;641;0;15;86;overcast clouds;4;0;179807;2248,2;555000
59328;59130;Lambersart;59130-Lambersart;50,6522053;3,024911743;27563;0;7,492917466;3679;0;15;72;overcast clouds;4;0;320180;5000;2700000
59350;59000;Lille;59000-Lille;50,63171832;3,047832723;238542;0;43,29250994;5510;0;15;71;overcast clouds;17;4;302176;1;15000000
59360;59120;Loos;59120-Loos;50,60835037;3,020660965;23271;0;8,542107568;2724;0;15;69;overcast clouds;1;0;725704;1500;3031413
59368;59110;La Madeleine;59110-La Madeleine;50,65488831;3,069637225;22665;0;3,366365221;6733;0;15;72;overcast clouds;0;0;404270;6000;15750000
59378;59700;Marcq-en-Barœul;59700-Marcq-en-Barœul;50,67533486;3,100935838;40044;0;17,29135869;2316;0;15;72;overcast clouds;5;1;494228;1;8800000
59392;59600;Maubeuge;59600-Maubeuge;50,28363072;3,96328053;29344;0;23,1737676;1266;0;14;30;overcast clouds;4;0;221446;2;6599419
59410;59370;Mons-en-Barœul;59370-Mons-en-Barœul;50,64324787;3,108767788;21600;0;3,587099953;6022;0;15;72;overcast clouds;0;0;200182;3300;711390
59512;59100;Roubaix;59100-Roubaix;50,68797748;3,182584346;99314;0;16,36563178;6068;0;15;74;overcast clouds;14;3;448463;1;22108800
59599;59200;Tourcoing;59200-Tourcoing;50,72544189;3,158827572;99679;0;18,88183984;5279;0;15;74;overcast clouds;14;0;243261;1;22108800
59606;59300;Valenciennes;59300-Valenciennes;50,35886662;3,515676648;43467;0;17,01411091;2555;0;15;90;overcast clouds;6;0;190460;1;6500000
59646;59290;Wasquehal;59290-Wasquehal;50,67509848;3,128580171;21062;0;8,532707737;2468;0;15;72;overcast clouds;33;0;783082;288;8569729
59650;59150;Wattrelos;59150-Wattrelos;50,70563673;3,216282211;41024;0;16,81936974;2439;0;15;75;overcast clouds;4;1;215557;608;2969565,2
60057;60000;Beauvais;60000-Beauvais;49,43655233;2,086161237;58117;0;39,0365561;1489;0;17;77;overcast clouds;2;0;217282;1;1456453,5
60159;60200;Compiègne;60200-Compiègne;49,39906015;2,853172494;41418;28845840;62,64346728;661;460476;17;81;overcast clouds;3;0;235813;3;4270987
60175;60100;Creil;60100-Creil;49,25334871;2,484726694;36364;0;12,96081033;2806;0;17;83;overcast clouds;20;1;10044630;2000;46798900
60463;60180;Nogent-sur-Oise;60180-Nogent-sur-Oise;49,27615081;2,464171836;21731;0;8,699695086;2498;0;17;83;overcast clouds;24;0;188806;345;3254652
61001;61000;Alençon;61000-Alençon;48,43181931;0,091540692;26317;0;12,26007691;2147;0;17;80;overcast clouds;16;1;179232;1;1800000
62041;62000;Arras;62000-Arras;50,2898965;2,765873167;43371;0;14,58556818;2974;0;15;88;overcast clouds;5;0;289255;5000;4200000
62119;62400;Béthune;62400-Béthune;50,52889226;2,642423793;25303;0;11,75564004;2152;0;15;87;overcast clouds;13;0;174597;900;737800
62160;62200;Boulogne-sur-Mer;62200-Boulogne-sur-Mer;50,72713327;1,607563348;41310;0;9,654045692;4279;0;12;95;overcast clouds;10;1;154250;1;3708000
62178;62700;Bruay-la-Buissière;62700-Bruay-la-Buissière;50,49031678;2,55205338;22190;0;20,2213395;1097;0;14;87;overcast clouds;27;0;4350373;2500;30249760
62193;62100;Calais;62100-Calais;50,95020728;1,875755661;68002;4432;41,91737089;1622;106;15;95;overcast clouds;6;0;185229;1;4100000
62427;62110;Hénin-Beaumont;62110-Hénin-Beaumont;50,40923355;2,958997352;26396;0;25,4819245;1036;0;15;76;overcast clouds;29;1;161515;1;1250000
62498;62300;Lens;62300-Lens;50,43742641;2,821058513;32820;0;14,37265642;2284;0;15;71;overcast clouds;1;1;2028747;610;30249760
62510;62800;Liévin;62800-Liévin;50,42427825;2,772918854;30497;0;15,83544468;1926;0;15;79;overcast clouds;3;0;177526;1;1400000
63113;63000;Clermont-Ferrand;63000-Clermont-Ferrand;45,7856493;3,115545429;149830;1667820;44,33767208;3379;37616;14;39;clear sky;22;1;328771;1000;1968315,5
63124;63800;Cournon-d'Auvergne;63800-Cournon-d'Auvergne;45,742967;3,186875816;20549;0;19,46002704;1056;0;17;39;clear sky;29;0;190275;614;1312000
64024;64600;Anglet;64600-Anglet;43,49178466;-1,516233734;42228;697320;26,23790777;1609;26577;16;63;few clouds;7;1;530240;1;3340048
64102;64100;Bayonne;64100-Bayonne;43,4922254;-1,466076744;54029;7504;24,53085652;2202;306;16;59;clear sky;5;1;337299;1;5442318
64122;64200;Biarritz;64200-Biarritz;43,46958472;-1,553098575;26435;5270;11,71443159;2257;450;16;59;clear sky;6;0;799974;0,15;8500000
64445;64000;Pau;64000-Pau;43,32001898;-0,350337918;78375;1154010;29,79150736;2631;38736;19;48;clear sky;15;2;180557;1;4144669
65440;65000;Tarbes;65000-Tarbes;43,23478596;0,066009394;44941;0;14,47794421;3104;0;18;48;clear sky;3;0;161540;1;2966233,5
66136;66000;Perpignan;66000-Perpignan;42,69659541;2,89936954;121139;19254;63,11420434;1919;305;21;33;clear sky;16;1;155438;1;2700000
67180;67500;Haguenau;67500-Haguenau;48,84170477;7,83010405;36273;67103397;211,7368907;171;316919;18;56;overcast clouds;6;2;0;0;0
67218;67400;Illkirch-Graffenstaden;67400-Illkirch-Graffenstaden;48,5200499;7,731295881;27642;323907;25,34112079;1091;12782;18;36;clear sky;3;0;0;0;0
67267;67380;Lingolsheim;67380-Lingolsheim;48,55448759;7,680938407;20410;0;6,489612694;3145;0;17;50;overcast clouds;0;0;0;0;0
67447;67300;Schiltigheim;67300-Schiltigheim;48,61186603;7,744081993;34352;0;8,760561241;3921;0;17;52;overcast clouds;4;1;0;0;0
67482;67000;Strasbourg;67000-Strasbourg;48,57126798;7,767526795;294229;3373110;89,18533758;3299;37821;18;36;clear sky;26;9;0;0;0
68066;68000;Colmar;68000-Colmar;48,10994058;7,384686903;68766;38345615;74,5895197;922;514089;18;34;clear sky;2;0;0;0;0
68224;68100;Mulhouse;68100-Mulhouse;47,7491633;7,325700475;107562;3405;24,76935481;4343;137;16;41;overcast clouds;3;0;0;0;0
68297;68300;Saint-Louis;68300-Saint-Louis;47,60165534;7,540618727;22959;47601;18,7138609;1227;2544;43;8;clear sky;11;1;0;0;0
69029;69500;Bron;69500-Bron;45,73448569;4,911681595;43427;0;10,54749468;4117;0;17;52;clear sky;1;0;436837;1000;8050000
69034;69300;Caluire-et-Cuire;69300-Caluire-et-Cuire;45,79740536;4,851248571;44171;0;10,72375179;4119;0;17;45;clear sky;1;0;364747;1;3600000
69091;69700;Givors;69700-Givors;45,5816627;4,75726163;20768;20645;17,8269073;1165;1158;17;40;broken clouds;2;0;927710;500;6468462
69123;69001;Lyon;69001-Lyon;45,76992844;4,82922465;528550;420225;49,28617836;10724;8526;15;47;broken clouds;14;1;369871;1000;1467600
69149;69310;Oullins;69310-Oullins;45,71496655;4,802994538;27385;0;4,488354306;6101;0;17;47;clear sky;0;0;281667;1;1100000
69202;69110;Sainte-Foy-lès-Lyon;69110-Sainte-Foy-lès-Lyon;45,73597814;4,793431739;22241;1728;7,039756709;3159;245;16;47;clear sky;0;0;453723;1;1500000
69204;69230;Saint-Genis-Laval;69230-Saint-Genis-Laval;45,69367773;4,789190285;21400;0;13,24026536;1616;0;17;47;clear sky;0;0;406720;100;24400000
69244;69160;Tassin-la-Demi-Lune;69160-Tassin-la-Demi-Lune;45,76286818;4,755405955;23017;0;8,162250237;2820;0;17;46;clear sky;0;0;556698;123;4164797,8
69256;69120;Vaulx-en-Velin;69120-Vaulx-en-Velin;45,78588211;4,926377677;52343;257163;21,58666756;2425;11913;17;52;clear sky;0;0;247002;300;1775000
69259;69200;Vénissieux;69200-Vénissieux;45,70377288;4,881376682;66575;13028;15,77413075;4221;826;17;53;clear sky;1;0;359370;1;8200000
69264;69400;Villefranche-sur-Saône;69400-Villefranche-sur-Saône;45,98745967;4,731740073;36349;11140;9,812342856;3704;1135;16;48;broken clouds;4;0;429136;1;7000000
69266;69100;Villeurbanne;69100-Villeurbanne;45,77077042;4,888458174;157953;0;15,29007397;10330;0;18;51;clear sky;3;0;412641;1;49957404
69275;69150;Décines-Charpieu;69150-Décines-Charpieu;45,77172774;4,961427046;29878;401376;17,5234048;1705;22905;17;52;clear sky;2;2;1632821;900;26870470
69282;69330;Meyzieu;69330-Meyzieu;45,77708997;5,006326793;36228;138177;24,23776276;1495;5701;17;52;clear sky;1;0;340726;1;3241694
69286;69140;Rillieux-la-Pape;69140-Rillieux-la-Pape;45,82059881;4,898226398;31548;0;15,02265278;2100;0;17;47;clear sky;0;0;3737976;92,35;39207040
69290;69800;Saint-Priest;69800-Saint-Priest;45,70146656;4,948820717;49100;2984363;30,47518683;1611;97928;17;52;clear sky;2;0;458217;34;5213592,5
71076;71100;Chalon-sur-Saône;71100-Chalon-sur-Saône;46,79002888;4,85191555;46538;0;16,32799675;2850;0;14;77;broken clouds;4;0;147225;1;821000
71153;71200;Le Creusot;71200-Le Creusot;46,80685392;4,426423012;20997;0;19,35954492;1085;0;17;74;overcast clouds;4;0;117431;1;300000
71270;71000;Mâcon;71000-Mâcon;46,32055118;4,818425296;35238;0;28,45344306;1238;0;18;66;overcast clouds;3;0;181130;1,2;2765000
72181;72000;Le Mans;72000-Le Mans;47,98852567;0,200030494;147800;0;58,84889012;2512;0;22;43;clear sky;134;0;291317;1;19024038
73008;73100;Aix-les-Bains;73100-Aix-les-Bains;45,69785417;5,90388627;32401;68712;16,19684197;2000;4242;17;57;clear sky;2;0;386943;1;1899022,9
73011;73200;Albertville;73200-Albertville;45,66839873;6,404603386;20385;38680;17,77530991;1147;2176;19;72;scattered clouds;9;0;831671;1;9630079
73065;73000;Chambéry;73000-Chambéry;45,58318255;5,909033924;61411;650586;21,67115763;2834;30021;17;53;clear sky;47;0;289364;1;2023559
74010;74000;Annecy;74000-Annecy;45,89064326;6,125517736;134738;919857;72,03188812;1871;12770;17;48;clear sky;56;0;575652;1;10732064
74012;74100;Annemasse;74100-Annemasse;46,1909731;6,242507043;38314;0;5,176625636;7401;0;17;42;clear sky;67;1;266989;1;1900000
74281;74200;Thonon-les-Bains;74200-Thonon-les-Bains;46,3704258;6,481943361;38094;45188;17,24048788;2210;2621;12;56;broken clouds;22;1;342054;1;3459494
75056;75001;Paris;75001-Paris;46,91278856;4,639585731;2149216;612340;121,5756332;17678;5037;19;69;broken clouds;351;9;129873252;100;762000000
76217;76200;Dieppe;76200-Dieppe;49,9222504;1,086811684;28813;0;14,67566989;1963;0;16;83;overcast clouds;8;2;250756;1;1785500
76322;76120;Le Grand-Quevilly;76120-Le Grand-Quevilly;49,4093798;1,039992622;26200;0;13,01982609;2012;0;19;68;overcast clouds;11;0;209862;2;2500000
76351;76600;Le Havre;76600-Le Havre;49,4984525;0,140153719;167838;0;67,93698762;2470;0;14;94;overcast clouds;115;2;368030;1;18671338
76451;76130;Mont-Saint-Aignan;76130-Mont-Saint-Aignan;49,46765772;1,081697209;20481;0;9,32220613;2197;0;18;68;overcast clouds;4;1;276085;1000;2399000
76498;76140;Le Petit-Quevilly;76140-Le Petit-Quevilly;49,42381347;1,06033289;22056;0;5,13967969;4291;0;19;68;overcast clouds;18;1;175505;100;994485,06
76540;76000;Rouen;76000-Rouen;49,44134601;1,092567843;115639;4452;25,42837747;4548;175;18;77;overcast clouds;38;1;346119;1;9700000
76575;76800;Saint-Étienne-du-Rouvray;76800-Saint-Étienne-du-Rouvray;49,38149444;1,089768929;28733;0;21,4896811;1337;0;19;68;overcast clouds;11;0;220927;1;6342000
76681;76300;Sotteville-lès-Rouen;76300-Sotteville-lès-Rouen;49,41048874;1,095099465;29440;0;8,730049518;3372;0;19;68;overcast clouds;24;1;236640;1;1060000
77058;77600;Bussy-Saint-Georges;77600-Bussy-Saint-Georges;48,83082693;2,722501424;26902;9291;17,58234027;1530;528;18;74;overcast clouds;0;0;486287;1;21018904
77083;77420;Champs-sur-Marne;77420-Champs-sur-Marne;48,84833117;2,596103255;25845;0;8,980347571;2878;0;18;74;overcast clouds;5;0;369673;6000;28100000
77108;77500;Chelles;77500-Chelles;48,88396297;2,596864486;54605;0;18,57328819;2940;0;18;74;overcast clouds;46;1;357526;1;4777000
77122;77380;Combs-la-Ville;77380-Combs-la-Ville;48,65790863;2,575169163;22389;0;16,64040157;1345;0;18;70;few clouds;12;0;235497;1;675000
77152;77190;Dammarie-les-Lys;77190-Dammarie-les-Lys;48,51383387;2,628543743;22976;0;11,69093452;1965;0;18;72;few clouds;1;0;248235;1931;2173534
77243;77400;Lagny-sur-Marne;77400-Lagny-sur-Marne;48,87307019;2,709780813;21384;0;6,729026265;3178;0;18;74;overcast clouds;1;0;591179;1;10861859
77284;77100;Meaux;77100-Meaux;48,95706257;2,900030972;56063;0;17,6282616;3180;0;19;84;overcast clouds;1;0;1287616;1;104580000
77285;77350;Le Mée-sur-Seine;77350-Le Mée-sur-Seine;48,53945885;2,629024827;20349;0;6,356238352;3201;0;18;72;few clouds;1;0;239359;1;3955000
77288;77000;Melun;77000-Melun;48,54447236;2,657958219;42614;0;9,145552939;4660;0;19;63;overcast clouds;2;0;242199;1;6814079
77294;77290;Mitry-Mory;77290-Mitry-Mory;48,97794502;2,612444658;20721;0;34,70468704;597;0;18;81;overcast clouds;2;0;400577;1;10080000
77305;77130;Montereau-Fault-Yonne;77130-Montereau-Fault-Yonne;48,38988309;2,961554797;22452;0;10,28371011;2183;0;18;81;overcast clouds;5;0;203513;1;5814000
77350;77330;Ozoir-la-Ferrière;77330-Ozoir-la-Ferrière;48,76356124;2,679625082;20887;149188;18,02292883;1159;8278;18;73;few clouds;22;0;356688;9500;3000000
77373;77340;Pontault-Combault;77340-Pontault-Combault;48,78714117;2,61407437;38470;33572;15,69863562;2451;2139;19;63;broken clouds;50;1;287498;1;3300000
77390;77680;Roissy-en-Brie;77680-Roissy-en-Brie;48,79008554;2,661224158;23180;1269906;15,79104299;1468;80419;18;74;overcast clouds;7;0;288009;200;870000
77445;77176;Savigny-le-Temple;77176-Savigny-le-Temple;48,58847858;2,573738613;30750;0;13,78202549;2231;0;18;72;few clouds;11;0;215949;1;1700000
77468;77200;Torcy;77200-Torcy;48,85325535;2,651232274;22566;0;7,064038742;3194;0;18;74;overcast clouds;8;0;263554;1;1657600
77514;77270;Villeparisis;77270-Villeparisis;48,94199819;2,61700201;26928;0;9,597549775;2806;0;18;80;overcast clouds;1;0;199074;210;441750
78005;78260;Achères;78260-Achères;48,97179909;2,090038718;21505;5446;11,05175114;1946;493;18;72;overcast clouds;9;0;240842;2375;1700000
78126;78170;La Celle-Saint-Cloud;78170-La Celle-Saint-Cloud;48,84694871;2,135191262;20878;0;6,718146807;3108;0;17;72;broken clouds;1;0;386064;2500;2078160
78146;78400;Chatou;78400-Chatou;48,89655746;2,153934583;30135;0;5,86051025;5142;0;18;72;broken clouds;1;0;539848;6000;2887555
78158;78150;Le Chesnay-Rocquencourt;78150-Le Chesnay-Rocquencourt;48,82723977;2,130149082;31547;0;4,963678783;6356;0;18;71;broken clouds;2;0;499758;1;3570000
78172;78700;Conflans-Sainte-Honorine;78700-Conflans-Sainte-Honorine;49,00010078;2,099071905;36341;0;11,5164561;3156;0;18;71;clear sky;14;0;333075;230;19680178
78208;78990;Élancourt;78990-Élancourt;48,77815965;1,960498985;26319;0;10,6847001;2463;0;17;76;broken clouds;2;0;507575;1500;7858548
78297;78280;Guyancourt;78280-Guyancourt;48,77307839;2,076052077;29891;168480;15,25636793;1959;11043;17;74;broken clouds;3;0;298355;6000;1460000
78311;78800;Houilles;78800-Houilles;48,92657814;2,187464026;33770;0;5,196192148;6499;0;18;72;broken clouds;11;0;365381;100;1617429
78358;78600;Maisons-Laffitte;78600-Maisons-Laffitte;48,9523369;2,151615949;23548;0;8,041746951;2928;0;18;70;clear sky;0;1;697996;400;7150000
78361;78200;Mantes-la-Jolie;78200-Mantes-la-Jolie;48,99816654;1,693378068;44724;0;11,01193258;4061;0;18;87;overcast clouds;2;0;226992;1;4757016
78362;78711;Mantes-la-Ville;78711-Mantes-la-Ville;48,97479394;1,712055718;21565;0;7,238732775;2979;0;18;74;overcast clouds;0;0;2972373;1000;10693873
78423;78180;Montigny-le-Bretonneux;78180-Montigny-le-Bretonneux;48,77965878;2,029521945;32252;2423;12,40009456;2601;195;17;74;broken clouds;5;0;971715;5000;42288000
78440;78130;Les Mureaux;78130-Les Mureaux;48,98880411;1,913634489;34142;0;14,3603208;2378;0;18;71;clear sky;6;0;295625;1300;1361905
78490;78370;Plaisir;78370-Plaisir;48,81260823;1,946985157;31716;0;20,30848726;1562;0;18;75;broken clouds;5;0;333991;1;6000000
78498;78300;Poissy;78300-Poissy;48,92353594;2,027155528;40312;29104;14,93589856;2699;1949;18;72;clear sky;15;1;434824;3400;6400000
78517;78120;Rambouillet;78120-Rambouillet;48,6539052;1,826528719;27344;15042781;41,11814231;665;365843;17;79;overcast clouds;7;0;665171;1;16980000
78545;78210;Saint-Cyr-l'École;78210-Saint-Cyr-l'École;48,80657593;2,06592507;21548;0;5,87966662;3665;0;17;73;broken clouds;1;0;1177041;1;17290000
78551;78100;Saint-Germain-en-Laye;78100-Saint-Germain-en-Laye;48,94070414;2,098709294;46104;653940;57,20963888;806;11431;18;72;broken clouds;143;1;716724;1;4527800
78586;78500;Sartrouville;78500-Sartrouville;48,93960855;2,174586865;51617;0;9,784223473;5276;0;18;70;broken clouds;4;0;327471;5000;2500000
78621;78190;Trappes;78190-Trappes;48,77500196;1,993440143;33813;115560;15,73711881;2149;7343;17;75;broken clouds;2;0;235330;1;3200000
78640;78140;Vélizy-Villacoublay;78140-Vélizy-Villacoublay;48,78398582;2,197074855;22914;22158;10,35623036;2213;2140;17;70;broken clouds;17;0;5401347;1;9980000
78646;78000;Versailles;78000-Versailles;48,80256697;2,117892972;85407;260784;30,04118591;2843;8681;17;70;broken clouds;39;0;914638;1;94750000
79049;79300;Bressuire;79300-Bressuire;46,85457557;-0,479375922;20837;0;194,8835357;107;0;17;83;overcast clouds;2;0;135703;1;1490000
79191;79000;Niort;79000-Niort;46,32826024;-0,465353019;61158;0;71,80962083;852;0;18;82;overcast clouds;47;0;265834;1;2350000
80001;80100;Abbeville;80100-Abbeville;50,10835829;1,832091702;23001;0;32,03553859;718;0;15;89;overcast clouds;2;0;178162;1;4234800
80021;80000;Amiens;80000-Amiens;49,90095322;2,290074455;136265;0;60,61681696;2248;0;15;85;overcast clouds;5;2;258260;1;14280000
81004;81000;Albi;81000-Albi;43,92582136;2,146863286;51317;12782;43,39117697;1183;295;19;75;broken clouds;12;0;228465;1;4049760
81065;81100;Castres;81100-Castres;43,61565112;2,237872316;44061;0;94,13638417;468;0;18;50;clear sky;62;2;208990;1;770000
82121;82000;Montauban;82000-Montauban;44,02225946;1,364086365;63382;7888;131,5064308;482;60;18;69;overcast clouds;21;5;216884;1;1225000
83050;83300;Draguignan;83300-Draguignan;43,53575133;6,454365692;40638;1308480;51,36197707;791;25476;22;46;clear sky;50;1;7377144;1;20400000
83061;83370;Fréjus;83370-Fréjus;43,47195581;6,763615974;57937;2983995;99,64184348;581;29947;22;61;clear sky;11;0;1139024;10000;16900000
83062;83130;La Garde;83130-La Garde;43,12632794;6,018981647;26197;0;14,82094273;1768;0;20;52;clear sky;3;0;450446;1;16584120
83069;83400;Hyères;83400-Hyères;43,10187135;6,188985085;55990;10308675;124,894636;448;82539;20;45;clear sky;5;0;361152;1;4250000
83118;83530;Saint-Raphaël;83530-Saint-Raphaël;43,45746254;6,847342104;36548;19457367;86,37461029;423;225267;25;36;clear sky;4;0;577196;6100;2850000
83126;83500;La Seyne-sur-Mer;83500-La Seyne-sur-Mer;43,0880295;5,870898418;63494;0;22,03791041;2881;0;20;57;clear sky;34;0;363777;1;11000000
83129;83140;Six-Fours-les-Plages;83140-Six-Fours-les-Plages;43,0868186;5,829244649;36716;220904;25,0598691;1465;8815;19;57;clear sky;7;0;367341;1;2450000
83137;83000;Toulon;83000-Toulon;43,13615897;5,932396342;182244;683705;41,33830246;4409;16539;20;54;clear sky;12;1;419727;1;50399360
83144;83160;La Valette-du-Var;83160-La Valette-du-Var;43,1499152;5,992225389;24200;0;14,45394373;1674;0;19;53;clear sky;14;0;327402;1;4860000
84007;84000;Avignon;84000-Avignon;43,93524483;4,840715725;91878;15142;62,59116643;1468;242;18;47;clear sky;42;1;232531;1;3208136
